question,RMV,REM,RGLAD,RLFC,truth,AND,OR,hard
5e3dc28244578a0948d7c5eb,4,4,4,4,4,4,4,0
5e3dc2a744578a0948db8707,1,1,1,1,1,1,1,0
5e3dc2a944578a0948dbb525,4,4,4,4,3,4,4,0
5e3dc2be44578a0948ddeffb,4,4,4,4,4,4,4,0
5e3dc2c144578a0948de3d2d,2,1,2,1,1,0,3,0
5e3dc2e244578a0948e187c6,2,2,2,2,1,2,2,0
5e3de0b944578a0948e8f12e,1,1,1,1,1,1,1,0
5e3de10444578a0948ea3112,4,4,4,4,4,4,4,0
5e3de45344578a0948f7ef20,2,2,2,2,2,2,2,0
5e3de47b44578a0948f896ba,2,2,2,2,2,2,2,0
5e3de48944578a0948f8d671,1,1,1,1,1,1,1,0
5e3dedce44578a0948230a90,2,2,2,2,1,2,2,0
5e3dee1844578a09482686d8,4,2,4,2,1,0,6,0
5e3dee3944578a094827e268,2,2,2,2,2,2,2,0
5e3deea644578a09482be4de,2,2,2,2,2,2,2,0
5e3df22244578a09483754a5,2,4,4,4,4,0,6,0
5e3df73f44578a0948433947,4,4,4,4,4,4,4,0
5e3df94344578a09484885bb,3,3,3,3,3,3,3,0
5e3dfc4044578a094850c20c,4,4,4,4,1,4,4,0
5e3dffcc44578a09485b08e6,4,4,4,4,4,4,4,0
5e3e03e944578a0948705db9,1,1,1,1,1,1,1,0
5e3e040844578a094871ba98,2,2,2,2,4,2,2,0
5e3e077144578a0948949e20,2,2,2,2,1,2,2,0
5e3e078244578a0948953ddc,4,4,4,4,4,4,4,0
5e3e084d44578a09489e4ee4,4,4,4,4,4,4,4,0
5e3e085144578a09489e8268,4,4,4,4,4,4,4,0
5e3e086244578a09489f32fd,1,1,1,1,1,1,1,0
5e3e087d44578a0948a0484d,2,2,2,2,2,2,2,0
5e3e08b544578a0948a2a437,2,2,2,2,2,2,2,0
5e3e0a2d44578a0948b3c9ab,2,2,2,2,4,2,2,0
5e3e0b7a44578a0948caf281,4,4,3,4,1,0,7,0
5e3e0bcb44578a0948cfacba,2,4,2,4,4,0,6,0
5e3e0c6744578a0948d3c42c,4,3,4,3,4,0,7,0
5e3e0c7544578a0948d4dea9,1,2,2,2,1,0,3,0
5e3e0c9244578a0948d8c81f,1,1,1,1,1,1,1,0
5e3e0ccd44578a0948e00f74,1,1,1,1,1,1,1,0
5e3e0dbf44578a0948e701e7,4,4,1,4,4,0,5,0
5e3e0ea944578a0948f36293,1,1,1,1,1,1,1,0
5e3e109944578a09481399e7,2,2,2,2,2,2,2,0
5e3e110d44578a09481d36f4,1,2,2,2,1,0,3,0
5e4aebe644578a09483227cc,4,4,4,4,4,4,4,0
5e4aec7e44578a094833192a,4,4,4,4,4,4,4,0
5e4aeec144578a09483922dc,4,4,4,4,4,4,4,0
5e4af41944578a0948486cad,1,1,1,1,1,1,1,0
5e4af7b544578a0948543570,3,3,3,3,4,3,3,0
5e4af8e344578a094859aa4e,1,1,1,1,1,1,1,0
5e4afdbc44578a09486e288b,4,4,4,4,4,4,4,0
5e4b002244578a0948757d24,1,1,1,1,1,1,1,0
5e4b005644578a0948768e3d,4,4,4,4,4,4,4,0
5e4b02ba44578a094885e061,2,2,2,2,2,2,2,0
5e4b065544578a09489a5ecf,2,2,2,2,2,2,2,0
5e4b0d0144578a0948bca0b6,1,1,1,1,1,1,1,0
5e4b0d5944578a0948bed7c7,3,3,3,3,4,3,3,0
5e4b0d9d44578a0948c07744,4,4,4,4,4,4,4,0
5e4b0f2044578a0948c60995,2,2,2,2,4,2,2,0
5e4b117644578a0948d04e21,4,4,4,4,4,4,4,0
5e4b12ed44578a0948d43aa0,4,2,4,2,4,0,6,0
5e4b12ff44578a0948d4a73c,1,1,1,1,1,1,1,0
5e4b144144578a0948da0115,4,4,4,4,4,4,4,0
5e4b147d44578a0948db74a6,1,1,1,1,1,1,1,0
5e4b153244578a0948df7c0d,1,1,1,1,1,1,1,0
5e4b158e44578a0948e19391,2,5,2,5,1,0,7,0
5e4b175144578a0948ec195e,4,4,4,4,4,4,4,0
5e4b1c2244578a0948005e0e,1,1,1,1,1,1,1,0
5e4b1ddc44578a09480ab0d1,4,4,4,4,4,4,4,0
5e4b1f0644578a094810ff22,3,3,3,3,3,3,3,0
5e4b22ef44578a0948297be9,1,1,1,1,1,1,1,0
5e4b22f544578a094829a1d8,2,2,2,2,4,2,2,0
5e4b24a744578a0948304c6f,4,4,4,4,4,4,4,0
5e4b273544578a0948372dbf,2,2,2,2,4,2,2,0
5e4b2a4144578a094841b41b,2,1,4,1,1,0,7,0
5e4b2dbb44578a09484dd2b0,2,4,2,4,2,0,6,0
5e4b346844578a09485a26b3,2,2,2,2,2,2,2,0
5e4b34e644578a09485aa960,3,5,3,5,4,1,7,0
5e4b36a944578a09485e3951,4,4,4,4,3,4,4,0
5e4b3c9044578a09486a4037,2,2,2,2,2,2,2,0
5e4b3f9f44578a09486ff9d9,4,4,4,4,4,4,4,0
5e4b42d344578a0948787551,1,1,1,1,1,1,1,0
5e4b450144578a094880bb25,4,4,4,4,4,4,4,0
5e4b45e744578a094883e320,2,2,2,2,1,2,2,0
5e4b47ae44578a09488b98e6,2,2,2,2,2,2,2,0
5e4b487b44578a094891ee86,4,3,4,3,4,0,7,0
5e4b49d444578a09489923be,4,3,4,3,4,0,7,0
5e4b4e0244578a0948a4e367,2,2,4,2,2,0,6,0
5e4b52f044578a0948b1afdd,4,4,4,4,4,4,4,0
5e4b538544578a0948b3e6ee,4,4,4,4,4,4,4,0
5e4b53dc44578a0948b5db9f,1,1,1,1,1,1,1,0
5e4b548144578a0948b8ec47,1,1,1,1,1,1,1,0
5e4b559144578a0948bbffab,4,4,4,4,4,4,4,0
5e4b572244578a0948be7d63,4,4,4,4,4,4,4,0
5e4b57a044578a0948c0c904,4,2,4,2,4,0,6,0
5e4b5cc444578a0948cf22e9,1,1,1,1,1,1,1,0
5e4b5ce444578a0948cf8c44,2,2,2,2,4,2,2,0
5e4b70cb44578a09482f7c46,1,1,1,1,1,1,1,0
5e4b71d444578a094835c3e7,1,2,4,2,1,0,7,0
5e4b72e244578a09483f8eee,2,2,2,2,4,2,2,0
5e4b752544578a0948468e94,4,4,4,4,4,4,4,0
5e4b76ad44578a0948527172,1,1,1,1,1,1,1,0
5e4b76b044578a094852acb3,4,4,4,4,3,4,4,0
5e4b774d44578a0948590b89,1,1,1,1,1,1,1,0
5e4b777344578a094859bc35,1,2,1,2,1,0,3,0
5e4b77ab44578a09485caba3,4,2,4,2,4,0,6,0
5e4b787944578a094862da83,4,1,4,1,1,0,5,0
5e4b791144578a0948693402,2,2,2,2,2,2,2,0
5e4b791c44578a09486a4527,1,1,1,1,1,1,1,0
5e4b7a5244578a0948749d38,1,3,4,3,1,0,7,0
5e4b7a8844578a094876533d,2,5,2,5,4,0,7,0
5e4b7a9144578a09487726dd,1,1,1,1,1,1,1,0
5e4b7c8544578a09488d41d6,4,4,4,4,4,4,4,0
5e4b7d0d44578a094891b1a0,2,2,2,2,4,2,2,0
5e4b7ecf44578a09489c291e,4,1,4,1,1,0,5,0
5e4b7f6d44578a09489ee646,2,2,2,2,2,2,2,0
5e4b7fab44578a0948a00c24,1,1,1,1,1,1,1,0
5e4b84ca44578a0948c0d151,4,4,4,4,4,4,4,0
5e4b856744578a0948c4610a,4,4,4,4,1,4,4,0
5e4b857b44578a0948c4f525,4,3,1,3,3,0,7,0
5e4b85f844578a0948c98616,4,4,4,4,4,4,4,0
5e4b86a844578a0948d05a75,4,1,1,1,1,0,5,0
5e4b876044578a0948d932eb,4,4,4,4,2,4,4,0
5e4b87a744578a0948dbe54b,1,1,1,1,1,1,1,0
5e4b88ce44578a0948e2d9de,4,4,4,4,4,4,4,0
5e4b8ad044578a0948ed7180,2,5,2,5,2,0,7,0
5e4b8b1b44578a0948efbbc4,1,1,1,1,1,1,1,0
5e4b8b6a44578a0948f1f121,1,1,1,1,1,1,1,0
5e4b8d3744578a0948fb0d17,2,1,2,1,2,0,3,0
5e4b8ee144578a09480273a8,1,1,1,1,1,1,1,0
5e4b944d44578a09481573ed,4,3,4,3,4,0,7,0
5e4b94ac44578a0948193041,4,4,4,4,4,4,4,0
5e4b950344578a09481bf2bb,4,4,4,4,4,4,4,0
5e4b955544578a09481ede9d,2,2,2,2,2,2,2,0
5e4b955e44578a09481f4120,4,4,4,4,4,4,4,0
5e4b95af44578a094822be99,1,1,1,1,1,1,1,0
5e4b96a144578a0948286d09,1,1,4,1,3,0,5,0
5e4b96de44578a09482b5125,4,4,4,4,1,4,4,0
5e4b974f44578a09482eb7ec,1,1,1,1,1,1,1,0
5e4b983644578a0948356b72,4,4,4,4,4,4,4,0
5e4b990844578a09483bdf7a,4,3,4,3,3,0,7,0
5e4b99e444578a094842161c,2,2,2,2,2,2,2,0
5e4b9b1144578a094848da0b,3,3,3,3,3,3,3,0
5e4b9c7544578a09485a5c27,4,1,4,1,1,0,5,0
5e4b9ce244578a0948608909,4,4,4,4,4,4,4,0
5e4b9df044578a09486826c8,4,4,4,4,2,4,4,0
5e4b9e7444578a09486faf92,4,4,4,4,4,4,4,0
5e4b9f8944578a09487a5022,4,4,4,4,4,4,4,0
5e4ba02f44578a0948829230,4,4,4,4,2,4,4,0
5e4ba11e44578a09488b128d,1,1,1,1,1,1,1,0
5e4ba16644578a09488edd7d,4,4,4,4,4,4,4,0
5e4ba1d144578a094891d31a,4,2,4,2,4,0,6,0
5e4ba30f44578a09489db6a5,3,3,4,3,4,0,7,0
5e4ba4e144578a0948ac1928,2,2,2,2,2,2,2,0
5e4ba50644578a0948adc9eb,2,4,3,4,4,0,7,0
5e4ba50b44578a0948ae0827,2,2,2,2,2,2,2,0
5e4ba82644578a0948c4d777,2,4,3,4,4,0,7,0
5e4ba93444578a0948ccceb3,1,1,1,1,1,1,1,0
5e4baa8544578a0948db5f1d,4,4,4,4,4,4,4,0
5e4bab2744578a0948dfe4aa,4,4,4,4,4,4,4,0
5e4bab5744578a0948e23786,4,4,4,4,4,4,4,0
5e4bab7244578a0948e3de55,1,1,1,1,4,1,1,0
5e4bae9544578a0948f9a697,1,1,1,1,1,1,1,0
5e4baecf44578a0948fcd671,3,3,3,3,4,3,3,0
5e4baf9244578a09480184dd,1,1,1,1,1,1,1,0
5e4bafa544578a094802e859,4,4,4,4,4,4,4,0
5e4bafbd44578a0948047b18,4,4,4,4,4,4,4,0
5e4bb05744578a09480b01cb,4,4,4,4,4,4,4,0
5e4bb07044578a09480c2cd7,4,2,1,2,1,0,7,0
5e4bb15b44578a0948117339,1,1,1,1,1,1,1,0
5e4bb34844578a09481be651,4,2,4,2,2,0,6,0
5e4bb3b844578a09481fbcd1,4,4,4,4,4,4,4,0
5e4bb41444578a0948227199,4,4,4,4,4,4,4,0
5e4bb4a444578a094825aa29,2,2,2,2,2,2,2,0
5e4bb4c344578a0948273322,3,3,3,3,3,3,3,0
5e4bb4db44578a094827c942,1,1,1,1,1,1,1,0
5e4bb5fb44578a0948357481,1,1,1,1,1,1,1,0
5e4bb65b44578a0948385ae2,2,2,2,2,2,2,2,0
5e4bb68144578a0948391834,4,4,4,4,4,4,4,0
5e4bb71544578a09483ce4e1,1,1,1,1,1,1,1,0
5e4bb7bb44578a09484412ba,4,4,4,4,4,4,4,0
5e4bb7dc44578a0948458a20,1,1,1,1,1,1,1,0
5e4bb85b44578a09484b926b,4,3,4,3,1,0,7,0
5e4bbc1844578a0948556346,1,1,1,1,1,1,1,0
5e4bbe1244578a0948669b13,2,2,2,2,2,2,2,0
5e4bbe2244578a09486787be,4,4,4,4,4,4,4,0
5e4bbe2344578a094867b210,4,4,4,4,2,4,4,0
5e4bbe8944578a09486eb1ca,4,4,4,4,4,4,4,0
5e4bc16b44578a09487a151a,1,4,4,4,1,0,5,0
5e4bc34f44578a094888bccc,4,2,4,2,1,0,6,0
5e4bc55144578a09489bb193,4,2,4,2,4,0,6,0
5e4bc58744578a09489f0077,1,1,1,1,1,1,1,0
5e4bc7eb44578a0948b616f2,4,4,4,4,4,4,4,0
5e4bca1344578a0948beb4ca,1,1,1,1,4,1,1,0
5e4bca5944578a0948c09ae4,4,4,4,4,4,4,4,0
5e4bcba344578a0948c404f5,2,2,2,2,4,2,2,0
5e4bcc1d44578a0948c50259,4,4,4,4,4,4,4,0
5e4bce8044578a0948cebaeb,4,4,4,4,4,4,4,0
5e4bcfe444578a0948d3e715,1,1,1,1,1,1,1,0
5e4bd16844578a0948d906cb,1,1,1,1,1,1,1,0
5e4bd17544578a0948d95cee,4,4,4,4,4,4,4,0
5e4bd20d44578a0948db9c78,4,2,4,2,4,0,6,0
5e4bd2e844578a0948e1d080,1,1,1,1,1,1,1,0
5e4bd41844578a0948e5d870,1,1,1,1,4,1,1,0
5e4bd4a844578a0948e8305e,4,1,4,1,1,0,5,0
5e4bd6d244578a0948f119eb,2,2,2,2,2,2,2,0
5e4bd79c44578a0948f70500,3,3,3,3,3,3,3,0
5e4bd82344578a0948fcb5f0,4,2,4,2,4,0,6,0
5e4bd87944578a09480194fb,3,3,3,3,4,3,3,0
5e4bd95e44578a094807d43e,2,1,4,1,2,0,7,0
5e4bd9ea44578a09480c30a5,4,3,4,3,4,0,7,0
5e4bdb1744578a0948169d38,2,2,4,2,2,0,6,0
5e4bdb7c44578a0948182dd5,1,1,1,1,1,1,1,0
5e4bdd9e44578a094827f7de,1,1,1,1,1,1,1,0
5e4bddf744578a09482c4ec8,4,1,4,1,4,0,5,0
5e4bde0144578a09482d1556,4,4,4,4,4,4,4,0
5e4bdeb544578a0948394e22,2,2,2,2,1,2,2,0
5e4bdef044578a09483cb420,2,2,2,2,2,2,2,0
5e4bdf6644578a0948404d63,1,1,1,1,1,1,1,0
5e4be0e044578a09484b7bde,4,4,4,4,4,4,4,0
5e4be1a144578a09485804a0,2,2,2,2,2,2,2,0
5e4be42c44578a094866be65,4,4,4,4,4,4,4,0
5e4be54644578a09486d29dc,2,4,2,4,2,0,6,0
5e4be72d44578a0948789701,4,4,4,4,4,4,4,0
5e4be7ac44578a09487dfbf0,4,4,4,4,1,4,4,0
5e4be7c944578a094880c005,1,4,4,4,4,0,5,0
5e4be81044578a0948856c14,4,4,4,4,4,4,4,0
5e4be84d44578a094886c815,2,2,2,2,2,2,2,0
5e4be89c44578a094888a168,1,1,1,1,1,1,1,0
5e4bfb1c44578a09488ed054,4,4,4,4,4,4,4,0
5e4c023e44578a0948a28439,4,1,3,1,4,0,7,0
5e4c028344578a0948a49304,4,4,4,4,1,4,4,0
5e4c048944578a0948aa917d,1,1,1,1,1,1,1,0
5e4c055644578a0948b06f49,4,2,1,2,4,0,7,0
5e4c05c444578a0948b3e79a,1,1,1,1,1,1,1,0
5e4c062b44578a0948b60207,1,1,1,1,1,1,1,0
5e4c0f0744578a0948d45dc6,4,4,4,4,4,4,4,0
5e4c146a44578a0948e6962b,4,1,4,1,4,0,5,0
5e4c162644578a0948eb6b7c,1,1,1,1,1,1,1,0
5e4c16ce44578a0948efb097,4,2,4,2,2,0,6,0
5e4c17c144578a0948f4abd2,3,3,3,3,4,3,3,0
5e4c17df44578a0948f5b6bb,4,5,4,5,4,4,5,0
5e4c17e344578a0948f5df82,4,4,4,4,4,4,4,0
5e4c182044578a0948f82684,3,3,3,3,4,3,3,0
5e4c188344578a0948fcc79b,4,4,4,4,2,4,4,0
5e4c194144578a094801cd5b,4,4,4,4,4,4,4,0
5e4c194f44578a09480276c2,4,4,4,4,4,4,4,0
5e4c1c7a44578a09481630b0,2,2,2,2,1,2,2,0
5e4c1c8744578a09481720a8,4,4,4,4,4,4,4,0
5e4c1d3744578a09481c35ca,4,2,4,2,1,0,6,0
5e4c1d5744578a09481f0c2a,4,4,4,4,1,4,4,0
5e4c1df744578a0948253b04,4,4,4,4,2,4,4,0
5e4c1e1244578a09482751bc,1,1,1,1,1,1,1,0
5e4c1e1844578a094827e790,4,4,1,4,1,0,5,0
5e4c1e1b44578a0948283084,4,4,4,4,4,4,4,0
5e4c1e8044578a0948303275,4,3,4,3,4,0,7,0
5e4c20c544578a0948433a59,1,2,4,2,2,0,7,0
5e4c21b244578a094847495f,3,3,4,3,4,0,7,0
5e4c224044578a09484b08ad,4,3,4,3,3,0,7,0
5e4c249b44578a09485520e6,1,1,1,1,1,1,1,0
5e4c24e944578a094855de44,4,4,4,4,1,4,4,0
5e4c283044578a09486149dc,1,1,1,1,1,1,1,0
5e4c2cbc44578a09487f6921,2,5,2,5,2,0,7,0
5e4c2e0e44578a094886e031,2,4,2,4,2,0,6,0
5e4c2f2244578a094892ea6e,2,2,2,2,2,2,2,0
5e4c2f5f44578a09489597b3,4,4,4,4,4,4,4,0
5e4c2f8644578a094898e306,2,2,2,2,2,2,2,0
5e4c2fc944578a0948a07bb8,4,1,1,1,4,0,5,0
5e4c30a844578a0948a61280,1,1,1,1,1,1,1,0
5e4c32b544578a0948b0eb08,2,2,2,2,2,2,2,0
5e4c32e044578a0948b51fc2,4,1,4,1,1,0,5,0
5e4c32fa44578a0948b6cc49,4,4,4,4,1,4,4,0
5e4c35d244578a0948c640bb,4,4,4,4,2,4,4,0
5e4c38a144578a0948dc184b,4,4,4,4,4,4,4,0
5e4c399744578a0948e1814b,4,4,4,4,1,4,4,0
5e4c39a144578a0948e229e5,4,4,4,4,4,4,4,0
5e4c3b0644578a0948ef55ca,4,4,4,4,2,4,4,0
5e4c3b1b44578a0948f003d9,4,4,4,4,4,4,4,0
5e4c3b3044578a0948f14fb1,1,1,4,1,1,0,5,0
5e4c3bc944578a0948f60283,4,1,4,1,1,0,5,0
5e4c3bf744578a0948f87796,2,2,2,2,1,2,2,0
5e50a89544578a09480b56e2,4,4,4,4,4,4,4,0
5e50aa0044578a09480ec3e7,4,4,4,4,4,4,4,0
5e50aa4444578a09480f7598,4,4,4,4,4,4,4,0
5e50ac2844578a0948178836,5,5,2,5,2,0,7,0
5e50ac3244578a094817be52,1,1,1,1,1,1,1,0
5e50af1344578a0948257604,2,2,2,2,2,2,2,0
5e50af6f44578a094829207c,4,3,4,3,4,0,7,0
5e50af7344578a0948295044,2,2,2,2,4,2,2,0
5e50af7744578a0948297fe8,4,4,4,4,4,4,4,0
5e50afe944578a09482de608,3,3,3,3,4,3,3,0
5e50b09044578a0948316768,4,4,4,4,4,4,4,0
5e50b6c444578a094842328f,4,4,4,4,4,4,4,0
5e50b7b344578a094845a2f6,4,4,4,4,4,4,4,0
5e50bc8444578a0948539b2e,4,4,4,4,4,4,4,0
5e50bf8e44578a094857ab66,2,2,2,2,2,2,2,0
5e50c16144578a09485d73d1,1,1,4,1,1,0,5,0
5e50c52c44578a09486b8bb3,4,5,1,5,1,0,5,0
5e50ca6f44578a09487372c3,4,4,4,4,4,4,4,0
5e50cc1344578a094878b8a5,1,1,1,1,1,1,1,0
5e50ce0444578a09487fa643,2,5,2,5,2,0,7,0
5e50cf6844578a09488342a8,1,4,4,4,2,0,5,0
5e50d00f44578a0948855da5,4,3,1,3,4,0,7,0
5e50d0f444578a0948880b6a,1,1,1,1,1,1,1,0
5e50d11644578a0948891abd,1,1,1,1,1,1,1,0
5e50d37044578a0948916528,2,2,2,2,2,2,2,0
5e50e17b44578a0948b85e4e,1,1,1,1,2,1,1,0
5e50e2f944578a0948bd1411,4,4,4,4,4,4,4,0
5e50e37f44578a0948be64af,4,4,4,4,4,4,4,0
5e50e38b44578a0948bef160,1,1,1,1,1,1,1,0
5e50e6b444578a0948d16093,4,4,4,4,4,4,4,0
5e50e8ab44578a0948db4299,1,1,1,1,1,1,1,0
5e50e95a44578a0948df1661,4,2,4,2,4,0,6,0
5e50ea0544578a0948e085b0,2,2,1,2,2,0,3,0
5e50ead244578a0948e36d3e,4,2,4,2,4,0,6,0
5e50ebab44578a0948f00a1a,4,4,4,4,4,4,4,0
5e50ebad44578a0948f041c7,4,4,4,4,4,4,4,0
5e50ecae44578a0948f3d4c5,2,2,2,2,2,2,2,0
5e50ed9b44578a0948f8d678,2,2,2,2,2,2,2,0
5e50eddd44578a0948fc5718,1,1,1,1,1,1,1,0
5e50ef4844578a09480aa314,4,4,4,4,4,4,4,0
5e50ef4a44578a09480abfe4,1,2,4,2,4,0,7,0
5e50f05544578a0948141696,4,4,4,4,2,4,4,0
5e50f06c44578a094815076f,1,1,1,1,1,1,1,0
5e50f21e44578a094822f4c0,3,4,4,4,4,0,7,0
5e50f2e644578a09482733ca,4,4,4,4,4,4,4,0
5e50f45044578a09482d11be,4,1,4,1,4,0,5,0
5e50f52d44578a09483198d9,4,4,4,4,4,4,4,0
5e50f59d44578a0948369da2,1,1,1,1,1,1,1,0
5e50f5ec44578a09483a75cc,4,4,4,4,4,4,4,0
5e50f5f444578a09483ad4d2,4,4,4,4,1,4,4,0
5e50f5f944578a09483b0dd0,4,3,4,3,4,0,7,0
5e50f7ae44578a094849b46f,4,2,4,2,1,0,6,0
5e50f85844578a09484eb8ed,2,3,4,3,4,0,7,0
5e50f87044578a09484fb7db,4,4,4,4,4,4,4,0
5e50f87144578a09484fbf13,4,1,4,1,4,0,5,0
5e50f8c544578a09485205d3,1,1,1,1,1,1,1,0
5e50f8fd44578a0948547bee,4,1,4,1,4,0,5,0
5e50fa2544578a0948573919,4,4,4,4,4,4,4,0
5e50fd3344578a0948669612,4,4,4,4,4,4,4,0
5e50fdb644578a09486ad2ee,4,4,4,4,4,4,4,0
5e50fe3e44578a09486c2f03,4,4,4,4,4,4,4,0
5e50fe8544578a09486d732a,4,3,3,3,3,0,7,0
5e50ff9144578a0948715e4c,4,2,4,2,4,0,6,0
5e51002544578a09487503b9,1,1,1,1,4,1,1,0
5e5100dc44578a094879082b,1,1,1,1,1,1,1,0
5e5100eb44578a094879a926,1,1,1,1,4,1,1,0
5e51011e44578a09487bc980,4,4,4,4,2,4,4,0
5e51022444578a0948845177,4,4,4,4,4,4,4,0
5e5103d644578a0948914d1d,4,4,4,4,4,4,4,0
5e5104ab44578a0948973851,1,1,1,1,1,1,1,0
5e5109fd44578a0948ab1be0,4,4,4,4,4,4,4,0
5e510a3544578a0948acdfc1,4,4,4,4,4,4,4,0
5e510d6344578a0948b959d7,4,4,2,4,1,0,6,0
5e510f1444578a0948be9fcc,4,5,4,5,4,4,5,0
5e5112bb44578a0948c9d10c,1,1,1,1,2,1,1,0
5e5113a544578a0948d064bf,4,1,4,1,4,0,5,0
5e5114f544578a0948d76506,2,2,2,2,4,2,2,0
5e51150c44578a0948d7fc1a,1,1,1,1,1,1,1,0
5e51153144578a0948d98f49,4,4,4,4,4,4,4,0
5e5115ed44578a0948dd0d34,4,4,4,4,4,4,4,0
5e51161644578a0948ddc40a,1,1,1,1,1,1,1,0
5e5117db44578a0948e61e68,4,4,4,4,4,4,4,0
5e51189644578a0948ed4138,4,4,4,4,1,4,4,0
5e51190544578a0948f09f4e,4,4,4,4,2,4,4,0
5e51194944578a0948f4da7d,4,4,4,4,4,4,4,0
5e51196b44578a0948f729b6,1,1,1,1,1,1,1,0
5e511a2b44578a0948ffc122,1,1,1,1,1,1,1,0
5e511a3944578a094800dd16,4,4,4,4,1,4,4,0
5e511aa444578a09480462f7,4,1,4,1,1,0,5,0
5e511aca44578a0948075858,4,3,3,3,4,0,7,0
5e511b7444578a09480c1e9c,1,1,1,1,1,1,1,0
5e511dd544578a09481dbdee,1,1,1,1,2,1,1,0
5e511e5044578a094820df23,4,4,4,4,4,4,4,0
5e511f0044578a094827ae53,2,2,2,2,2,2,2,0
5e511f0444578a094827f471,4,4,4,4,4,4,4,0
5e511f0544578a09482800da,1,1,1,1,1,1,1,0
5e511f0f44578a094828af00,4,4,4,4,4,4,4,0
5e511fa244578a09482d52e8,4,4,4,4,4,4,4,0
5e51203844578a09482faaa4,5,3,3,3,4,1,7,0
5e51205a44578a094831a0cc,1,1,1,1,1,1,1,0
5e5120a344578a0948371ba5,4,4,4,4,4,4,4,0
5e5120e644578a09483861e0,1,1,1,1,1,1,1,0
5e51211244578a094839bd1c,4,2,4,2,4,0,6,0
5e51215644578a09483d7b81,1,1,1,1,1,1,1,0
5e5180d544578a09484647a4,4,4,4,4,4,4,4,0
5e51813244578a09484795fa,4,4,4,4,4,4,4,0
5e5181c444578a0948497ded,4,4,4,4,4,4,4,0
5e51824d44578a09484b8136,4,4,4,4,4,4,4,0
5e51829944578a09484c8ed8,4,3,4,3,4,0,7,0
5e5185dd44578a094851df08,2,3,4,3,4,0,7,0
5e518a3a44578a09485808b5,1,1,1,1,1,1,1,0
5e5193a444578a094867cd7d,4,4,4,4,1,4,4,0
5e51950b44578a09486a03bf,4,4,4,4,4,4,4,0
5e51970644578a09486cb704,4,4,4,4,4,4,4,0
5e51997a44578a094872ca88,4,1,4,1,3,0,5,0
5e519a3e44578a0948756d2d,1,1,1,1,4,1,1,0
5e519bca44578a094879b155,1,1,1,1,1,1,1,0
5e519c4a44578a09487c847c,1,1,1,1,1,1,1,0
5e519f2a44578a0948892b7a,4,4,4,4,4,4,4,0
5e51a29744578a094893349f,1,3,3,3,1,1,3,0
5e51a35f44578a094896291c,2,2,2,2,1,2,2,0
5e51a4e744578a09489b82dc,4,4,4,4,4,4,4,0
5e51a69a44578a0948a37a39,3,1,4,1,4,0,7,0
5e51a6c144578a0948a4dddd,4,4,4,4,4,4,4,0
5e51a6da44578a0948a5a737,1,1,1,1,1,1,1,0
5e51a7fd44578a0948ab1ac4,1,1,1,1,1,1,1,0
5e51a87944578a0948ae2107,2,4,4,4,1,0,6,0
5e51a92544578a0948b28047,4,4,4,4,1,4,4,0
5e51ab5344578a0948bd8398,4,4,4,4,4,4,4,0
5e51ab5c44578a0948bdcf00,4,4,4,4,4,4,4,0
5e51abca44578a0948c09669,4,4,4,4,4,4,4,0
5e51ad0144578a0948c389b6,4,4,4,4,4,4,4,0
5e51af6e44578a0948cb7600,4,4,4,4,4,4,4,0
5e51b03844578a0948cf5308,2,2,2,2,4,2,2,0
5e51b06544578a0948cff286,2,2,2,2,2,2,2,0
5e51b34a44578a0948dbb699,4,4,4,4,4,4,4,0
5e51b37344578a0948dc5873,4,2,4,2,2,0,6,0
5e51b3cb44578a0948ddb394,4,4,4,4,4,4,4,0
5e51b3f344578a0948df94fa,4,4,4,4,1,4,4,0
5e51b41c44578a0948e0ba9c,1,2,2,2,1,0,3,0
5e51b69444578a0948ec258f,4,4,4,4,4,4,4,0
5e51b7d744578a0948f807ca,1,1,1,1,1,1,1,0
5e51b95844578a094801baa8,4,4,4,4,1,4,4,0
5e51bb2e44578a09481672a0,1,1,1,1,4,1,1,0
5e51bb5444578a094818cc1a,4,4,4,4,4,4,4,0
5e51bbe844578a09481d1709,1,1,1,1,1,1,1,0
5e51bc1944578a09482185a9,3,3,3,3,3,3,3,0
5e51bcd044578a094827617d,1,1,1,1,1,1,1,0
5e51bce744578a09482969e1,1,1,1,1,1,1,1,0
5e51bdac44578a09482dd2d9,4,4,4,4,1,4,4,0
5e51bdf344578a094831494a,4,4,4,4,4,4,4,0
5e51c09044578a094841d172,1,1,1,1,1,1,1,0
5e51c0a044578a094843091f,4,4,4,4,4,4,4,0
5e51c0e144578a0948450dd3,1,1,1,1,1,1,1,0
5e51c1c344578a09484a1c36,1,1,1,1,1,1,1,0
5e51c1d044578a09484ace34,2,1,4,1,1,0,7,0
5e51c21944578a09484bc365,2,3,2,3,2,2,3,0
5e51c25844578a09484c9846,1,1,1,1,1,1,1,0
5e51c26744578a09484db6ad,1,2,1,2,1,0,3,0
5e51c29c44578a0948506e09,1,1,1,1,1,1,1,0
5e51c2a444578a094850d9e9,4,4,4,4,1,4,4,0
5e51c2b144578a0948522398,4,4,4,4,4,4,4,0
5e51c2cb44578a094854627f,4,2,4,2,4,0,6,0
5e51c39344578a09485a98d6,4,4,4,4,4,4,4,0
